staff_name,role,specialty,year,week,hours_worked
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,16,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,17,19
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,18,38
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,19,7
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,20,11
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,21,12
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,22,18
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,23,8
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,24,22
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,25,18
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,26,4
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,27,7
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,28,5
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,29,24
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,30,20
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,31,7
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,32,19
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,33,16
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,34,6
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,35,38
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,36,38
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,37,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,38,7
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,39,10
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,40,10
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,41,29
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,42,13
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,43,29
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,44,16
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,45,11
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,46,10
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,47,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,48,34
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,49,16
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,50,22
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,51,6
Dr. Kevin Murphy,Registrar,Emergency Medicine,2024,52,16
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,1,17
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,2,4
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,3,30
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,4,34
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,5,11
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,6,10
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,7,18
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,8,14
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,9,5
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,10,32
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,11,38
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,12,23
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,13,25
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,14,16
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,15,34
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,16,25
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,17,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,18,17
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,19,4
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,20,20
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,21,7
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,22,4
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,23,22
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,24,18
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,25,35
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,26,14
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,27,22
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,28,36
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,29,14
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,30,17
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,31,25
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,32,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,33,29
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,34,26
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,35,34
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,36,32
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,37,38
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,38,30
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,39,32
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,40,6
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,41,18
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,42,23
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,43,8
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,44,31
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,45,5
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,46,8
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,47,29
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,48,36
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,49,36
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,50,37
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,51,5
Dr. Kevin Murphy,Registrar,Emergency Medicine,2025,52,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,1,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,2,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,3,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,4,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,5,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,6,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,7,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,8,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,9,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,10,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,11,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,12,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,13,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,14,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,15,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,16,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,17,18
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,18,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,19,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,20,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,21,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,22,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,23,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,24,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,25,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,26,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,27,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,28,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,29,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,30,6
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,31,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,32,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,33,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,34,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,35,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,36,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,37,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,38,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,39,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,40,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,41,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,42,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,43,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,44,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,45,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,46,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,47,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,48,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,49,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,50,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,51,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,52,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2020,53,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,53,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,1,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,2,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,3,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,4,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,5,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,6,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,7,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,8,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,9,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,10,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,11,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,12,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,13,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,14,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,15,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,16,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,17,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,18,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,19,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,20,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,21,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,22,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,23,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,24,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,25,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,26,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,27,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,28,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,29,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,30,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,31,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,32,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,33,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,34,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,35,6
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,36,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,37,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,38,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,39,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,40,18
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,41,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,42,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,43,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,44,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,45,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,46,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,47,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,48,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,49,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,50,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,51,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2021,52,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,52,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,1,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,2,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,3,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,4,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,5,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,6,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,7,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,8,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,9,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,10,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,11,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,12,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,13,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,14,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,15,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,16,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,17,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,18,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,19,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,20,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,21,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,22,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,23,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,24,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,25,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,26,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,27,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,28,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,29,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,30,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,31,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,32,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,33,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,34,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,35,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,36,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,37,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,38,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,39,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,40,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,41,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,42,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,43,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,44,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,45,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,46,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,47,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,48,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,49,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,50,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2022,51,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,52,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,1,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,2,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,3,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,4,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,5,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,6,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,7,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,8,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,9,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,10,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,11,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,12,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,13,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,14,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,15,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,16,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,17,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,18,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,19,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,20,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,21,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,22,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,23,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,24,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,25,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,26,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,27,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,28,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,29,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,30,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,31,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,32,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,33,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,34,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,35,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,36,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,37,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,38,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,39,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,40,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,41,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,42,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,43,6
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,44,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,45,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,46,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,47,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,48,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,49,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,50,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2023,51,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,1,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,2,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,3,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,4,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,5,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,6,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,7,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,8,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,9,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,10,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,11,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,12,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,13,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,14,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,15,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,16,25
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,17,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,18,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,19,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,20,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,21,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,22,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,23,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,24,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,25,20
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,26,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,27,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,28,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,29,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,30,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,31,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,32,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,33,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,34,18
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,35,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,36,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,37,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,38,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,39,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,40,18
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,41,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,42,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,43,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,44,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,45,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,46,36
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,47,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,48,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,49,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,50,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,51,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2024,52,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,1,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,2,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,3,8
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,4,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,5,6
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,6,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,7,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,8,24
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,9,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,10,13
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,11,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,12,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,13,19
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,14,23
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,15,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,16,7
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,17,31
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,18,6
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,19,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,20,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,21,10
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,22,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,23,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,24,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,25,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,26,29
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,27,16
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,28,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,29,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,30,35
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,31,38
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,32,4
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,33,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,34,37
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,35,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,36,22
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,37,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,38,28
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,39,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,40,14
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,41,12
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,42,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,43,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,44,34
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,45,30
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,46,5
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,47,11
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,48,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,49,26
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,50,32
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,51,17
Dr. Priya Sharma,Registrar,Pediatric Emergency,2025,52,19
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,1,24
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,2,7
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,3,38
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,4,11
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,5,4
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,6,38
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,7,38
Dr. Lucas Wright,Registrar,Pediatric Emergency,2020,8,32
